ProjectId,StudyId,Author,Year,ExperimentID,CohortId,InferredSham,ModelType,ModelID,InterventionType,InterventionID,NumberOfAnimals,OutcomeId,TypeOfOutcomeResult,GreaterIsWorse,OutcomeResult,OutcomeError,ErrorType,TimeInMinute,AnnotatorIdStr,DateTimeCreated,Reconciled,Units,idStr,StageIdStr,StudyLabel,Was the size of the filament used for perforation model reported?,Was the perforation entry point reported?,Were the mice intubated?,Which mouse strain was used?,What are the information on mice sex?,Was the location of perforation reported?,Were any methods to reduce postsurgical pain/stress of mice reported,Was intracranial pressure montitored?,Did they use a sham group?,What was the size of the filament used for perforation model?,How were the mice anaesthetised?,What was the number of mice in untreated control group?,How were the animal housing conditions described?,Were animals with immunodepression used for experiments?,Is SAH grade reported?,Which intravenous anaesthetic was used?,How were the other animal housing conditions described?,Which filament was used for perforation model?,Corresponding authors name,Where was the location of perforation?,What is the age of the mice?,Is the age of the mice reported?,Which other anaesthetical procedure was used?,Which intervention was tested?,Which other filament type was used for perforation model?,How was the weight of the mice?,Were information about mouse sex given?,Corresponding author email,Which inhalative anaesthetic was used?,Was the duration of surgical treatment of perforation reported?,What is the number of mice in the sham group?,Which methods to reduce postsurgical pain/stress of mice were used?,Was the number of mice in the untreated control group reported?,Was the number of mice in the sham group reported?,Mouse strain reported?,How long was the duration of surgical treatment of perforation?,Were information about the weight of the mice given?,Where was the perforation entry point?,ExperimentLabel,Experiment label?,How was the timepoint of outcome assessment specified?,CohortLabel,Cohort label?,Number of animals in cohort,OutcomeLabel,Outcome measure average type,Which type of outcome was assessed?,Greater is worse.,Outcome measure units,Outcome measure error type,Outcome assessment procedure label?,ModelLabel,Disease model induction procedure label?,InterventionLabel,Treatment procedure label?
f526e2e8-f447-497e-91ed-9612ef7806ae,5af257e3-1c25-4e41-9d7b-4e017fb5b981,,2019,7649ce1a-29c7-4d3b-9d6a-d3c2432eabc4,a1a804e2-fa4c-4f63-857e-56aaf9733a74,,model,e1b2b9be-a503-4e7c-a1c7-fb2ff274265d,intervention,afd6dab3-df7d-4212-9b53-0c253e811f0f,21,967dae02-1af4-404e-a43a-f6d6b4e1422f,mean,TRUE,10.91,0.9,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 19:26:09,FALSE,%,04ee08d9-f3b3-43f8-977c-f375da22d94d,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,C57BL/6,male,FALSE,FALSE,yes,TRUE, 5–0 prolene filament,Injective,22,other conditions,no,TRUE,pentobarbital sodium (50 mg/kg),he mice were fed standard laboratory chow and supplied with drinking water ad libitum,uncoated,Yong Jiang,,8.0 ± 0.61 weeks,TRUE,,The improved filament-perforation model,,20.1 ± 0.65 g,TRUE,jiangyong@swmu.edu.cn,,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,SAH grade,SAH grade,,SAH improvement,SAH improvement,21,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH improvement,SAH improvement,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,5af257e3-1c25-4e41-9d7b-4e017fb5b981,,2019,4d212277-2b21-4e28-8a78-16982386f1ef,ef753868-afc1-4f97-8439-360b73b6bd08,,model control,d8d6b001-9d71-42c7-8db7-000b38ed7e02,intervention,afd6dab3-df7d-4212-9b53-0c253e811f0f,22,967dae02-1af4-404e-a43a-f6d6b4e1422f,mean,TRUE,25,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 19:26:09,FALSE,%,d29810ae-6e23-47e7-afd6-9118459bc13f,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,C57BL/6,male,FALSE,FALSE,yes,TRUE, 5–0 prolene filament,Injective,22,other conditions,no,TRUE,pentobarbital sodium (50 mg/kg),he mice were fed standard laboratory chow and supplied with drinking water ad libitum,uncoated,Yong Jiang,,8.0 ± 0.61 weeks,TRUE,,The improved filament-perforation model,,20.1 ± 0.65 g,TRUE,jiangyong@swmu.edu.cn,,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,SAH classoc,SAH classoc,,SAH classic,SAH classic,22,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH classic,SAH classic,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,5af257e3-1c25-4e41-9d7b-4e017fb5b981,,2019,7649ce1a-29c7-4d3b-9d6a-d3c2432eabc4,ef753868-afc1-4f97-8439-360b73b6bd08,,model control,d8d6b001-9d71-42c7-8db7-000b38ed7e02,intervention,afd6dab3-df7d-4212-9b53-0c253e811f0f,22,967dae02-1af4-404e-a43a-f6d6b4e1422f,mean,TRUE,10.17,1.19,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 19:26:09,FALSE,%,52e4bded-ccdf-4ffd-9e9c-30ab9aad345a,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,C57BL/6,male,FALSE,FALSE,yes,TRUE, 5–0 prolene filament,Injective,22,other conditions,no,TRUE,pentobarbital sodium (50 mg/kg),he mice were fed standard laboratory chow and supplied with drinking water ad libitum,uncoated,Yong Jiang,,8.0 ± 0.61 weeks,TRUE,,The improved filament-perforation model,,20.1 ± 0.65 g,TRUE,jiangyong@swmu.edu.cn,,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,SAH grade,SAH grade,,SAH classic,SAH classic,22,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH classic,SAH classic,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,5af257e3-1c25-4e41-9d7b-4e017fb5b981,,2019,76c1d8dd-065d-4d61-976d-bd795001e99a,8f2d4bb7-aac6-4b14-a28b-72e79b1c971d,,model control,7c52d138-7306-490c-b81f-bc065e9bfe8b,intervention,afd6dab3-df7d-4212-9b53-0c253e811f0f,15,967dae02-1af4-404e-a43a-f6d6b4e1422f,mean,TRUE,0,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 19:26:09,FALSE,%,8a21f8a3-378c-4e09-87f4-2be5914d504d,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,C57BL/6,male,FALSE,FALSE,yes,TRUE, 5–0 prolene filament,Injective,22,other conditions,no,TRUE,pentobarbital sodium (50 mg/kg),he mice were fed standard laboratory chow and supplied with drinking water ad libitum,uncoated,Yong Jiang,,8.0 ± 0.61 weeks,TRUE,,The improved filament-perforation model,,20.1 ± 0.65 g,TRUE,jiangyong@swmu.edu.cn,,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,sham,sham,,SHAM,SHAM,15,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,5af257e3-1c25-4e41-9d7b-4e017fb5b981,,2019,7649ce1a-29c7-4d3b-9d6a-d3c2432eabc4,8f2d4bb7-aac6-4b14-a28b-72e79b1c971d,,model control,7c52d138-7306-490c-b81f-bc065e9bfe8b,intervention,afd6dab3-df7d-4212-9b53-0c253e811f0f,15,967dae02-1af4-404e-a43a-f6d6b4e1422f,mean,TRUE,0,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 19:26:09,FALSE,%,5d8e9e8a-43e9-4651-970b-84886f79930b,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,C57BL/6,male,FALSE,FALSE,yes,TRUE, 5–0 prolene filament,Injective,22,other conditions,no,TRUE,pentobarbital sodium (50 mg/kg),he mice were fed standard laboratory chow and supplied with drinking water ad libitum,uncoated,Yong Jiang,,8.0 ± 0.61 weeks,TRUE,,The improved filament-perforation model,,20.1 ± 0.65 g,TRUE,jiangyong@swmu.edu.cn,,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,SAH grade,SAH grade,,SHAM,SHAM,15,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,5af257e3-1c25-4e41-9d7b-4e017fb5b981,,2019,6a60206f-1a0e-478b-a107-9105d2108754,a1a804e2-fa4c-4f63-857e-56aaf9733a74,,model,e1b2b9be-a503-4e7c-a1c7-fb2ff274265d,intervention,afd6dab3-df7d-4212-9b53-0c253e811f0f,21,967dae02-1af4-404e-a43a-f6d6b4e1422f,mean,TRUE,19.23,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 19:26:09,FALSE,%,309c7ab0-f4e9-4a55-8562-fd4533e56b88,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,C57BL/6,male,FALSE,FALSE,yes,TRUE, 5–0 prolene filament,Injective,22,other conditions,no,TRUE,pentobarbital sodium (50 mg/kg),he mice were fed standard laboratory chow and supplied with drinking water ad libitum,uncoated,Yong Jiang,,8.0 ± 0.61 weeks,TRUE,,The improved filament-perforation model,,20.1 ± 0.65 g,TRUE,jiangyong@swmu.edu.cn,,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,SAH improved ,SAH improved ,,SAH improvement,SAH improvement,21,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH improvement,SAH improvement,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,5af257e3-1c25-4e41-9d7b-4e017fb5b981,,2019,6f945eba-01de-4e02-b709-caadeeb4ede1,75002358-e998-4111-b23b-0efcc1dcde15,,model,2761bb3f-2784-4df8-bd44-df0f8f71c63f,intervention control,f9dccfc6-f59c-4779-a003-8e7439227e91,22,76505096-f175-44a9-accb-36fa89fc71b3,mean,TRUE,25,0,sem,1,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-09-27 13:47:38,FALSE,%,55254bff-ac6d-48db-97b9-ff9b38ebac0c,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6J,male,TRUE,FALSE,yes,TRUE,5-0,Injective,22,not reported,not reported,TRUE, pentobarbital sodium (50 mg/kg),,other,John H. Zhang,bifurcation,8.0 ± 0.61 weeks,TRUE,, improved filament-perforation model with different clipping location,prolene filament, 20.1 ± 0.65 g,TRUE,johnzhang3910@yahoo.com,,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,1,1,after surgery,1,1,22,mortality rate,Mean,Mortality rate (%),TRUE,%,SEM,mortality rate,sah,sah,uc,uc
f526e2e8-f447-497e-91ed-9612ef7806ae,5af257e3-1c25-4e41-9d7b-4e017fb5b981,,2019,0074e228-8579-4973-a1a1-af3264752477,ce86e754-b7bf-423f-b039-4f6a710ce950,,model,2761bb3f-2784-4df8-bd44-df0f8f71c63f,intervention,2a76d114-62ca-4015-acb5-f060fc8d5e9c,15,76505096-f175-44a9-accb-36fa89fc71b3,mean,TRUE,0,0,sem,1,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-09-27 13:47:38,FALSE,%,049b59b7-4744-4da4-8f1b-7f23b2c9993a,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6J,male,TRUE,FALSE,yes,TRUE,5-0,Injective,22,not reported,not reported,TRUE, pentobarbital sodium (50 mg/kg),,other,John H. Zhang,bifurcation,8.0 ± 0.61 weeks,TRUE,, improved filament-perforation model with different clipping location,prolene filament, 20.1 ± 0.65 g,TRUE,johnzhang3910@yahoo.com,,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,2,2,,2,2,15,mortality rate,Mean,Mortality rate (%),TRUE,%,SEM,mortality rate,sah,sah,sham,sham
f526e2e8-f447-497e-91ed-9612ef7806ae,5af257e3-1c25-4e41-9d7b-4e017fb5b981,,2019,de690a96-ac85-484a-955b-213953793d41,65482f20-6bf8-4339-af21-d3c7cf7a88be,,model,2761bb3f-2784-4df8-bd44-df0f8f71c63f,intervention,2a76d114-62ca-4015-acb5-f060fc8d5e9c,15,de6e4c0a-5ac6-41d2-9d43-aa917b1fd94d,mean,FALSE,0,0,sem,1,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-09-27 13:47:38,FALSE, ,8584daf7-ff5c-4991-99a6-edb0de066d7b,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6J,male,TRUE,FALSE,yes,TRUE,5-0,Injective,22,not reported,not reported,TRUE, pentobarbital sodium (50 mg/kg),,other,John H. Zhang,bifurcation,8.0 ± 0.61 weeks,TRUE,, improved filament-perforation model with different clipping location,prolene filament, 20.1 ± 0.65 g,TRUE,johnzhang3910@yahoo.com,,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,4,4,,4,4,15,sah grade,Mean,SAH grade,FALSE, ,SEM,sah grade,sah,sah,sham,sham
f526e2e8-f447-497e-91ed-9612ef7806ae,5af257e3-1c25-4e41-9d7b-4e017fb5b981,,2019,35702f3b-c4e1-4084-839c-a89808ae2a33,55d85bd7-d9d2-41bf-98f0-fad65927f9e0,,model,2761bb3f-2784-4df8-bd44-df0f8f71c63f,intervention control,f9dccfc6-f59c-4779-a003-8e7439227e91,22,de6e4c0a-5ac6-41d2-9d43-aa917b1fd94d,mean,FALSE,10.17,1.19,sem,1,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-09-27 13:47:38,FALSE, ,3aa03fda-dcf7-463d-bd05-3daaf7a050a4,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6J,male,TRUE,FALSE,yes,TRUE,5-0,Injective,22,not reported,not reported,TRUE, pentobarbital sodium (50 mg/kg),,other,John H. Zhang,bifurcation,8.0 ± 0.61 weeks,TRUE,, improved filament-perforation model with different clipping location,prolene filament, 20.1 ± 0.65 g,TRUE,johnzhang3910@yahoo.com,,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,3,3,,3,3,22,sah grade,Mean,SAH grade,FALSE, ,SEM,sah grade,sah,sah,uc,uc
f526e2e8-f447-497e-91ed-9612ef7806ae,61702aff-9b39-42fe-8c00-c62c2bff42ae,,2021,eefb605c-f129-442c-a545-508327218f06,01179bef-4fc1-46f4-b85a-51ae72747fd4,,model control,fc69a85e-8091-4302-9372-1168093b5c85,intervention control,7b641a38-752c-4f8a-892a-a103ecab5b10,38,f6db3e0d-546d-4741-a9fb-ae1baea9736b,mean,TRUE,21.1,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-11 14:41:40,FALSE,%,9fd32009-5b64-4005-9afa-a8793a4988f7,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported, C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon,Injective,38+16,other conditions,no,TRUE,tribromoethanol,12-h light/dark cycle in a temperature- and humidity-con- trolled room and given ad libitum access to feed and water.,not reported,Hidenori Suzuki,bifurcation of the left anterior and middle cerebral arteries,10-12 weeks,TRUE,,"perampanel, (RS)-2-amino-3-(4-chloro-3- hydroxy-5-isoxazolyl)propionic acid (Cl-HIBO)",,25-30 g,TRUE,suzuki02@med.mie-u.ac.jp,,FALSE,22+6+3,,TRUE,TRUE,TRUE,,TRUE,left external carotid artery,SAH 24h+PER,SAH 24h+PER,,SAH+Vehicle(PER),SAH+Vehicle(PER),38,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,Vehicle,Vehicle
f526e2e8-f447-497e-91ed-9612ef7806ae,61702aff-9b39-42fe-8c00-c62c2bff42ae,,2021,3d97e509-3889-4baa-bd72-1b984b9008f3,20c2b916-5aa6-4180-a1e3-5ab8bac8fc31,,model control,fc69a85e-8091-4302-9372-1168093b5c85,intervention,c2bee831-2346-4ae5-9c72-3b5086503943,22,f6db3e0d-546d-4741-a9fb-ae1baea9736b,mean,TRUE,0,0,sd,2,1d362025-1467-4810-8d69-52df43b69821,2021-10-11 14:41:40,FALSE,%,70ffe053-d855-4271-83c5-8a81ef7b4b15,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported, C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon,Injective,38+16,other conditions,no,TRUE,tribromoethanol,12-h light/dark cycle in a temperature- and humidity-con- trolled room and given ad libitum access to feed and water.,not reported,Hidenori Suzuki,bifurcation of the left anterior and middle cerebral arteries,10-12 weeks,TRUE,,"perampanel, (RS)-2-amino-3-(4-chloro-3- hydroxy-5-isoxazolyl)propionic acid (Cl-HIBO)",,25-30 g,TRUE,suzuki02@med.mie-u.ac.jp,,FALSE,22+6+3,,TRUE,TRUE,TRUE,,TRUE,left external carotid artery,sham+PER,sham+PER,,Sham+PER,Sham+PER,22,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,Null,Null
f526e2e8-f447-497e-91ed-9612ef7806ae,61702aff-9b39-42fe-8c00-c62c2bff42ae,,2021,3d97e509-3889-4baa-bd72-1b984b9008f3,20c2b916-5aa6-4180-a1e3-5ab8bac8fc31,,model control,fc69a85e-8091-4302-9372-1168093b5c85,intervention,c2bee831-2346-4ae5-9c72-3b5086503943,22,f6db3e0d-546d-4741-a9fb-ae1baea9736b,mean,TRUE,0,0,sd,3,1d362025-1467-4810-8d69-52df43b69821,2021-10-11 14:41:40,FALSE,%,70ffe053-d855-4271-83c5-8a81ef7b4b15,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported, C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon,Injective,38+16,other conditions,no,TRUE,tribromoethanol,12-h light/dark cycle in a temperature- and humidity-con- trolled room and given ad libitum access to feed and water.,not reported,Hidenori Suzuki,bifurcation of the left anterior and middle cerebral arteries,10-12 weeks,TRUE,,"perampanel, (RS)-2-amino-3-(4-chloro-3- hydroxy-5-isoxazolyl)propionic acid (Cl-HIBO)",,25-30 g,TRUE,suzuki02@med.mie-u.ac.jp,,FALSE,22+6+3,,TRUE,TRUE,TRUE,,TRUE,left external carotid artery,sham+PER,sham+PER,,Sham+PER,Sham+PER,22,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,Null,Null
f526e2e8-f447-497e-91ed-9612ef7806ae,61702aff-9b39-42fe-8c00-c62c2bff42ae,,2021,3d97e509-3889-4baa-bd72-1b984b9008f3,20c2b916-5aa6-4180-a1e3-5ab8bac8fc31,,model control,fc69a85e-8091-4302-9372-1168093b5c85,intervention,c2bee831-2346-4ae5-9c72-3b5086503943,22,f6db3e0d-546d-4741-a9fb-ae1baea9736b,mean,TRUE,0,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-11 14:41:40,FALSE,%,70ffe053-d855-4271-83c5-8a81ef7b4b15,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported, C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon,Injective,38+16,other conditions,no,TRUE,tribromoethanol,12-h light/dark cycle in a temperature- and humidity-con- trolled room and given ad libitum access to feed and water.,not reported,Hidenori Suzuki,bifurcation of the left anterior and middle cerebral arteries,10-12 weeks,TRUE,,"perampanel, (RS)-2-amino-3-(4-chloro-3- hydroxy-5-isoxazolyl)propionic acid (Cl-HIBO)",,25-30 g,TRUE,suzuki02@med.mie-u.ac.jp,,FALSE,22+6+3,,TRUE,TRUE,TRUE,,TRUE,left external carotid artery,sham+PER,sham+PER,,Sham+PER,Sham+PER,22,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,Null,Null
f526e2e8-f447-497e-91ed-9612ef7806ae,61702aff-9b39-42fe-8c00-c62c2bff42ae,,2021,68d2561d-4bc5-4011-9556-800b190063d7,5d9a7548-219c-4a85-b24b-3a5bfd7f9a80,,model control,fc69a85e-8091-4302-9372-1168093b5c85,intervention control,7b641a38-752c-4f8a-892a-a103ecab5b10,9,f6db3e0d-546d-4741-a9fb-ae1baea9736b,mean,TRUE,0,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-11 14:41:40,FALSE,%,aeadea12-14ae-46c8-9e12-dd7619ee16d5,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported, C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon,Injective,38+16,other conditions,no,TRUE,tribromoethanol,12-h light/dark cycle in a temperature- and humidity-con- trolled room and given ad libitum access to feed and water.,not reported,Hidenori Suzuki,bifurcation of the left anterior and middle cerebral arteries,10-12 weeks,TRUE,,"perampanel, (RS)-2-amino-3-(4-chloro-3- hydroxy-5-isoxazolyl)propionic acid (Cl-HIBO)",,25-30 g,TRUE,suzuki02@med.mie-u.ac.jp,,FALSE,22+6+3,,TRUE,TRUE,TRUE,,TRUE,left external carotid artery,SHAM+CI,SHAM+CI,,sham(C1HIBO),sham(C1HIBO),9,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,Vehicle,Vehicle
f526e2e8-f447-497e-91ed-9612ef7806ae,61702aff-9b39-42fe-8c00-c62c2bff42ae,,2021,b0f1b3c6-06ad-445a-a67d-7558a3d254a0,31081f29-65c6-4dbb-b7b4-c8fdb1a27ce9,,model control,fc69a85e-8091-4302-9372-1168093b5c85,intervention,c2bee831-2346-4ae5-9c72-3b5086503943,94,f6db3e0d-546d-4741-a9fb-ae1baea9736b,mean,TRUE,6.38,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-11 14:41:40,FALSE,%,0902b1ae-943e-4d39-8bf2-7c931badd85c,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported, C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon,Injective,38+16,other conditions,no,TRUE,tribromoethanol,12-h light/dark cycle in a temperature- and humidity-con- trolled room and given ad libitum access to feed and water.,not reported,Hidenori Suzuki,bifurcation of the left anterior and middle cerebral arteries,10-12 weeks,TRUE,,"perampanel, (RS)-2-amino-3-(4-chloro-3- hydroxy-5-isoxazolyl)propionic acid (Cl-HIBO)",,25-30 g,TRUE,suzuki02@med.mie-u.ac.jp,,FALSE,22+6+3,,TRUE,TRUE,TRUE,,TRUE,left external carotid artery,SAH post-op+PER,SAH post-op+PER,,SAH,SAH,94,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,Null,Null
f526e2e8-f447-497e-91ed-9612ef7806ae,61702aff-9b39-42fe-8c00-c62c2bff42ae,,2021,4c08ab3c-5e50-45a0-ac3c-506f5b8469ee,3accb152-15e7-459d-a4a0-b9eaec44b05e,,model control,fc69a85e-8091-4302-9372-1168093b5c85,intervention control,7b641a38-752c-4f8a-892a-a103ecab5b10,16,f6db3e0d-546d-4741-a9fb-ae1baea9736b,mean,TRUE,12.5,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-11 14:41:40,FALSE,%,cf953dad-7954-4296-8275-9bfb0a5f187c,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported, C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon,Injective,38+16,other conditions,no,TRUE,tribromoethanol,12-h light/dark cycle in a temperature- and humidity-con- trolled room and given ad libitum access to feed and water.,not reported,Hidenori Suzuki,bifurcation of the left anterior and middle cerebral arteries,10-12 weeks,TRUE,,"perampanel, (RS)-2-amino-3-(4-chloro-3- hydroxy-5-isoxazolyl)propionic acid (Cl-HIBO)",,25-30 g,TRUE,suzuki02@med.mie-u.ac.jp,,FALSE,22+6+3,,TRUE,TRUE,TRUE,,TRUE,left external carotid artery,SAH+CI,SAH+CI,,SAH+vehicle(C1HIBO),SAH+vehicle(C1HIBO),16,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,Vehicle,Vehicle
f526e2e8-f447-497e-91ed-9612ef7806ae,6ba7f978-80f7-4460-a0d9-0f8042112225,,2015,6850287a-0b5d-41b7-ba1e-26ecee5de644,d8af87a2-a547-4bef-a386-f3ac9dbe332d,,model,8fd8af61-bb90-48b2-bd64-515a85e0a96d,intervention,17175de8-7bc6-4936-ba30-636f17e92076,58,524009cf-cc9c-4416-9e29-27b8f640ae19,mean,TRUE,19,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 13:53:57,FALSE,%,f15930d6-e6ea-4847-9e42-1dbe4a286900,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,FALSE,FALSE,not reported,C57BL/6,male,FALSE,FALSE,not reported,FALSE,,Not reported,,other conditions,not reported,TRUE,,Food and water were available to all animals ad libitum before and after surgery,not reported,Guohua Xi,,adult,TRUE,,post 24 hours MRI scan,,22-30g,TRUE,guohuaxi@umich.edu,,FALSE,,,FALSE,,TRUE,,TRUE,,mortality,mortality,,SAH,SAH,58,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,MRI scan,MRI scan
f526e2e8-f447-497e-91ed-9612ef7806ae,6ba7f978-80f7-4460-a0d9-0f8042112225,,2015,7765e112-e747-4b2d-8ec0-4b93aeb1252e,e7601713-b81b-48d2-9d62-889b730f97c9,,model,8fd8af61-bb90-48b2-bd64-515a85e0a96d,intervention,17175de8-7bc6-4936-ba30-636f17e92076,47,afde6f53-3d1b-496f-ac4f-12af44dca31a,mean,TRUE,2,0,sd,0,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 13:53:57,FALSE,number,b9c4be8f-00ef-4e7c-9d97-352bb19dc59f,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,FALSE,FALSE,not reported,C57BL/6,male,FALSE,FALSE,not reported,FALSE,,Not reported,,other conditions,not reported,TRUE,,Food and water were available to all animals ad libitum before and after surgery,not reported,Guohua Xi,,adult,TRUE,,post 24 hours MRI scan,,22-30g,TRUE,guohuaxi@umich.edu,,FALSE,,,FALSE,,TRUE,,TRUE,,Grade (MRI scan),Grade (MRI scan),,SAH grade ,SAH grade ,47,SAH grade,Mean,SAH grade,TRUE,number,SD,SAH grade,SAH,SAH,MRI scan,MRI scan
f526e2e8-f447-497e-91ed-9612ef7806ae,6ba7f978-80f7-4460-a0d9-0f8042112225,,2015,7765e112-e747-4b2d-8ec0-4b93aeb1252e,e7601713-b81b-48d2-9d62-889b730f97c9,,model,8fd8af61-bb90-48b2-bd64-515a85e0a96d,intervention,17175de8-7bc6-4936-ba30-636f17e92076,47,afde6f53-3d1b-496f-ac4f-12af44dca31a,mean,TRUE,14,0,sd,3,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 13:53:57,FALSE,number,b9c4be8f-00ef-4e7c-9d97-352bb19dc59f,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,FALSE,FALSE,not reported,C57BL/6,male,FALSE,FALSE,not reported,FALSE,,Not reported,,other conditions,not reported,TRUE,,Food and water were available to all animals ad libitum before and after surgery,not reported,Guohua Xi,,adult,TRUE,,post 24 hours MRI scan,,22-30g,TRUE,guohuaxi@umich.edu,,FALSE,,,FALSE,,TRUE,,TRUE,,Grade (MRI scan),Grade (MRI scan),,SAH grade ,SAH grade ,47,SAH grade,Mean,SAH grade,TRUE,number,SD,SAH grade,SAH,SAH,MRI scan,MRI scan
