"StudyIdStr","AnnotatorIdStr","GreaterIsWorse","Units","AverageType","NumberOfAnimals","ErrorType","Experiment","Time","Average","Error","Which.type.of.outcome.was.assessed.","ModelLabel","Vehicle.control.","SAH.Grading.System","Diameter.measurement.method","Reconciled.vehicle.control","Reconciled.SAH.grading.system","Reconciled.diameter.measurement.method","Reconciled.Vessel.for.diameter.assessment","Reconciled.Side.of.Vessel.for.diameter.assessment","intubation","strain","postsurgical treatment","ICP monitoring","filament size","type of anesthesia","Singe/Group cage","12-hour light-dark cycle","free access to food and water","controlled humidity","controlled temperature","temperature (�C)","humidity (%)","injetive_anesthetic_substance","injetive_anesthetic_dose","Inhalative anesthesiea Substance","Isoflurane Induction","Isoflurane Maintenance","Inhalative Anesthesia O2/N2-Mixture","Inhalative Anesthesia Flow","material","lenght","diameter","sharpened tip","blunted tip","monofilament","suture","location_perforation","side_location_perforation","age_median","age_plus_minus","weight_median","weight_plus_minus","surgery_duration","subtance_postsurgical_treatment","vessel_entry_perforation","side_entry_perforation","deaths","joinedSE"
"d9e5f446-a472-40b8-a4b9-3ea1cd0cf8bf","TIMO",TRUE,"%","Mean",11,"","A",6,90.9090909090909,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","not reported","Not reported","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","not reported","","",NA,23,2,NA,"","","",10,"d9e5f446-a472-40b8-a4b9-3ea1cd0cf8bf A"
"dee61796-1b46-4e5f-9755-a3af31005637","TIMO",TRUE,"%","Mean",75,"","A",0.020833333333333,4,"","Mortality rate (%)","SAH","","","","","","","","","no","C57/BL6","FALSE","not reported","5-0","Inhalative","group cage","x","x","x","x",NA,NA,NA,NA,"Isoflurane","3.00%","1.50%","","","Nylon",NA,"5-0","","x","x","x","Bifurcation of ACA and MCA","","9",0,23,3,NA,"","ECA","left",3,"dee61796-1b46-4e5f-9755-a3af31005637 A"
"e99bd6b7-7e0b-4047-a4b3-b277aab80a2c","TIMO",TRUE,"%","Mean",35,"","A",1,20,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","4-0","Injective","not reported whether single or group cage","x","x","","",22,NA,"Sodium Pentorbital","50 mg/kg",NA,NA,NA,NA,NA,"Nylon",NA,"4-0","x","","x","x","Bifurcation of ACA and MCA","",NA,NA,23.5,1.5,NA,"","ECA","left",7,"e99bd6b7-7e0b-4047-a4b3-b277aab80a2c A"
"ee082119-c743-475e-af5f-27fef5150192","TIMO",TRUE,"%","Mean",16,"","A",0.125,0,"","Mortality rate (%)","SAH","","","","","","","","","yes","C57/BL6J","FALSE","yes","5-0","Injective","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,"Midazolam, Fentanyl and Medetomidin","midazolam (5mg/kg), fentanyl(0.05mg/kg), medetomidin(0.5mg/kg)",NA,NA,NA,NA,NA,"",NA,"5-0","","","x","","Circle of willis","","8",0,22.5,NA,NA,"","ECA","left",0,"ee082119-c743-475e-af5f-27fef5150192 A"
"ef45a356-7026-45c3-ab9c-6d94465bb727","TIMO",TRUE,"%","Mean",7,"","A",0.125,14.2857142857143,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","not reported","Injective","not reported whether single or group cage","x","x","x","x",22,60,"Sodium Pentorbital","50 mg/kg",NA,NA,NA,NA,NA,"Nylon",NA,"","x","","","x","Bifurcation of ACA and MCA","","",NA,22.5,2.5,NA,"","ECA","",1,"ef45a356-7026-45c3-ab9c-6d94465bb727 A"
"ef45a356-7026-45c3-ab9c-6d94465bb727","TIMO",TRUE,"%","Mean",6,"","A",0.25,0,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","not reported","Injective","not reported whether single or group cage","x","x","x","x",22,60,"Sodium Pentorbital","50 mg/kg",NA,NA,NA,NA,NA,"Nylon",NA,"","x","","","x","Bifurcation of ACA and MCA","","",NA,22.5,2.5,NA,"","ECA","",0,"ef45a356-7026-45c3-ab9c-6d94465bb727 A"
"ef45a356-7026-45c3-ab9c-6d94465bb727","TIMO",TRUE,"%","Mean",7,"","A",0.5,14.2857142857143,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","not reported","Injective","not reported whether single or group cage","x","x","x","x",22,60,"Sodium Pentorbital","50 mg/kg",NA,NA,NA,NA,NA,"Nylon",NA,"","x","","","x","Bifurcation of ACA and MCA","","",NA,22.5,2.5,NA,"","ECA","",1,"ef45a356-7026-45c3-ab9c-6d94465bb727 A"
"ef45a356-7026-45c3-ab9c-6d94465bb727","TIMO",TRUE,"%","Mean",15,"","A",1,20,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","not reported","Injective","not reported whether single or group cage","x","x","x","x",22,60,"Sodium Pentorbital","50 mg/kg",NA,NA,NA,NA,NA,"Nylon",NA,"","x","","","x","Bifurcation of ACA and MCA","","",NA,22.5,2.5,NA,"","ECA","",3,"ef45a356-7026-45c3-ab9c-6d94465bb727 A"
"ef45a356-7026-45c3-ab9c-6d94465bb727","TIMO",TRUE,"%","Mean",6,"","A",2,0,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","not reported","Injective","not reported whether single or group cage","x","x","x","x",22,60,"Sodium Pentorbital","50 mg/kg",NA,NA,NA,NA,NA,"Nylon",NA,"","x","","","x","Bifurcation of ACA and MCA","","",NA,22.5,2.5,NA,"","ECA","",0,"ef45a356-7026-45c3-ab9c-6d94465bb727 A"
"ef45a356-7026-45c3-ab9c-6d94465bb727","TIMO",TRUE,"%","Mean",7,"","A",3,14.2857142857143,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","not reported","Injective","not reported whether single or group cage","x","x","x","x",22,60,"Sodium Pentorbital","50 mg/kg",NA,NA,NA,NA,NA,"Nylon",NA,"","x","","","x","Bifurcation of ACA and MCA","","",NA,22.5,2.5,NA,"","ECA","",1,"ef45a356-7026-45c3-ab9c-6d94465bb727 A"
"ef4ad15c-3f9b-4efd-84a1-ab94609caceb","TIMO",TRUE,"%","Mean",11,"","A",1,9.09090909090909,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6","FALSE","not reported","4-0","Injective","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,"Tribromoethanol ","250 mg/kg",NA,NA,NA,NA,NA,"",NA,"4-0","x","","x","","Bifurcation of ACA and MCA","","11",1,27.5,2.5,NA,"","ECA","left",1,"ef4ad15c-3f9b-4efd-84a1-ab94609caceb A"
"ef4ad15c-3f9b-4efd-84a1-ab94609caceb","TIMO",TRUE,"%","Mean",30,"","B",1,43.3333333333333,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6","FALSE","not reported","4-0","Injective","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,"Tribromoethanol ","250 mg/kg",NA,NA,NA,NA,NA,"",NA,"4-0","x","","x","","Bifurcation of ACA and MCA","","11",1,27.5,2.5,NA,"","ECA","left",13,"ef4ad15c-3f9b-4efd-84a1-ab94609caceb B"
"ef4ad15c-3f9b-4efd-84a1-ab94609caceb","TIMO",TRUE,"%","Mean",30,"","B",2,43.3333333333333,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6","FALSE","not reported","4-0","Injective","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,"Tribromoethanol ","250 mg/kg",NA,NA,NA,NA,NA,"",NA,"4-0","x","","x","","Bifurcation of ACA and MCA","","11",1,27.5,2.5,NA,"","ECA","left",13,"ef4ad15c-3f9b-4efd-84a1-ab94609caceb B"
"ef4ad15c-3f9b-4efd-84a1-ab94609caceb","TIMO",TRUE,"%","Mean",30,"","B",3,63.3333333333333,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6","FALSE","not reported","4-0","Injective","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,"Tribromoethanol ","250 mg/kg",NA,NA,NA,NA,NA,"",NA,"4-0","x","","x","","Bifurcation of ACA and MCA","","11",1,27.5,2.5,NA,"","ECA","left",19,"ef4ad15c-3f9b-4efd-84a1-ab94609caceb B"
"ef4ad15c-3f9b-4efd-84a1-ab94609caceb","TIMO",TRUE,"%","Mean",30,"","B",4,66.6666666666667,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6","FALSE","not reported","4-0","Injective","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,"Tribromoethanol ","250 mg/kg",NA,NA,NA,NA,NA,"",NA,"4-0","x","","x","","Bifurcation of ACA and MCA","","11",1,27.5,2.5,NA,"","ECA","left",20,"ef4ad15c-3f9b-4efd-84a1-ab94609caceb B"
"ef4ad15c-3f9b-4efd-84a1-ab94609caceb","TIMO",TRUE,"%","Mean",30,"","B",5,76.6666666666667,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6","FALSE","not reported","4-0","Injective","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,"Tribromoethanol ","250 mg/kg",NA,NA,NA,NA,NA,"",NA,"4-0","x","","x","","Bifurcation of ACA and MCA","","11",1,27.5,2.5,NA,"","ECA","left",23,"ef4ad15c-3f9b-4efd-84a1-ab94609caceb B"
"ef4ad15c-3f9b-4efd-84a1-ab94609caceb","TIMO",TRUE,"%","Mean",30,"","B",6,76.6666666666667,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6","FALSE","not reported","4-0","Injective","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,"Tribromoethanol ","250 mg/kg",NA,NA,NA,NA,NA,"",NA,"4-0","x","","x","","Bifurcation of ACA and MCA","","11",1,27.5,2.5,NA,"","ECA","left",23,"ef4ad15c-3f9b-4efd-84a1-ab94609caceb B"
"ef4ad15c-3f9b-4efd-84a1-ab94609caceb","TIMO",TRUE,"%","Mean",30,"","B",7,80,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6","FALSE","not reported","4-0","Injective","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,"Tribromoethanol ","250 mg/kg",NA,NA,NA,NA,NA,"",NA,"4-0","x","","x","","Bifurcation of ACA and MCA","","11",1,27.5,2.5,NA,"","ECA","left",24,"ef4ad15c-3f9b-4efd-84a1-ab94609caceb B"
"ef4ad15c-3f9b-4efd-84a1-ab94609caceb","TIMO",TRUE,"%","Mean",30,"","B",8,83.3,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6","FALSE","not reported","4-0","Injective","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,"Tribromoethanol ","250 mg/kg",NA,NA,NA,NA,NA,"",NA,"4-0","x","","x","","Bifurcation of ACA and MCA","","11",1,27.5,2.5,NA,"","ECA","left",25,"ef4ad15c-3f9b-4efd-84a1-ab94609caceb B"
"f068ccce-fdb6-4e46-8644-69d64f427305","TIMO",TRUE,"%","Mean",21,"","A",1,29,"","Mortality rate (%)","SAH","","","","","","","","","yes","C57/BL6","TRUE","yes","5-0","Injective","not reported whether single or group cage","x","x","","",NA,NA,"Midazolam, Fentanyl and Medetomidin","midazolam (5mg/kg), fentanyl(0.05mg/kg), medetomidin(0.5mg/kg)",NA,NA,NA,NA,NA,"",NA,"5-0","","","x","","Bifurcation of ICA and MCA","","14",1,27.5,3.5,NA,"Buprenorphine","ECA","",6,"f068ccce-fdb6-4e46-8644-69d64f427305 A"
"f068ccce-fdb6-4e46-8644-69d64f427305","TIMO",TRUE,"%","Mean",21,"","A",2,35,"","Mortality rate (%)","SAH","","","","","","","","","yes","C57/BL6","TRUE","yes","5-0","Injective","not reported whether single or group cage","x","x","","",NA,NA,"Midazolam, Fentanyl and Medetomidin","midazolam (5mg/kg), fentanyl(0.05mg/kg), medetomidin(0.5mg/kg)",NA,NA,NA,NA,NA,"",NA,"5-0","","","x","","Bifurcation of ICA and MCA","","14",1,27.5,3.5,NA,"Buprenorphine","ECA","",7,"f068ccce-fdb6-4e46-8644-69d64f427305 A"
"f068ccce-fdb6-4e46-8644-69d64f427305","TIMO",TRUE,"%","Mean",21,"","A",3,47,"","Mortality rate (%)","SAH","","","","","","","","","yes","C57/BL6","TRUE","yes","5-0","Injective","not reported whether single or group cage","x","x","","",NA,NA,"Midazolam, Fentanyl and Medetomidin","midazolam (5mg/kg), fentanyl(0.05mg/kg), medetomidin(0.5mg/kg)",NA,NA,NA,NA,NA,"",NA,"5-0","","","x","","Bifurcation of ICA and MCA","","14",1,27.5,3.5,NA,"Buprenorphine","ECA","",10,"f068ccce-fdb6-4e46-8644-69d64f427305 A"
"f068ccce-fdb6-4e46-8644-69d64f427305","TIMO",TRUE,"%","Mean",21,"","A",4,61,"","Mortality rate (%)","SAH","","","","","","","","","yes","C57/BL6","TRUE","yes","5-0","Injective","not reported whether single or group cage","x","x","","",NA,NA,"Midazolam, Fentanyl and Medetomidin","midazolam (5mg/kg), fentanyl(0.05mg/kg), medetomidin(0.5mg/kg)",NA,NA,NA,NA,NA,"",NA,"5-0","","","x","","Bifurcation of ICA and MCA","","14",1,27.5,3.5,NA,"Buprenorphine","ECA","",13,"f068ccce-fdb6-4e46-8644-69d64f427305 A"
"f0846ef5-5cfe-4481-a655-5b3b63d47e49","TIMO",TRUE,"%","Mean",30,"","A",0.020833333333333,3.33333333333333,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","5-0","Inhalative","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,NA,NA,"Isoflurane","","","","","Nylon",NA,"5-0","","","x","x","not reported","","21.73",4.35,NA,NA,NA,"","ECA","",1,"f0846ef5-5cfe-4481-a655-5b3b63d47e49 A"
"f0846ef5-5cfe-4481-a655-5b3b63d47e49","TIMO",TRUE,"%","Mean",30,"","A",1,13.3333333333333,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","5-0","Inhalative","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,NA,NA,"Isoflurane","","","","","Nylon",NA,"5-0","","","x","x","not reported","","21.73",4.35,NA,NA,NA,"","ECA","",4,"f0846ef5-5cfe-4481-a655-5b3b63d47e49 A"
"f0846ef5-5cfe-4481-a655-5b3b63d47e49","TIMO",TRUE,"%","Mean",30,"","A",7,13.3333333333333,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6J","FALSE","not reported","5-0","Inhalative","not reported whether single or group cage",NA,NA,NA,NA,NA,NA,NA,NA,"Isoflurane","","","","","Nylon",NA,"5-0","","","x","x","not reported","","21.73",4.35,NA,NA,NA,"","ECA","",4,"f0846ef5-5cfe-4481-a655-5b3b63d47e49 A"
"fec0d187-a931-44ba-b015-d8fe5398a17f","TIMO",TRUE,"%","Mean",38,"","A",7,18.421052631579,"","Mortality rate (%)","SAH","","","","","","","","","not reported","C57/BL6","TRUE","not reported","6-0","Inhalative","not reported whether single or group cage","x","","x","x",25,65,NA,NA,"Isoflurane","3.00%","1.50%","","","",NA,"6-0","","","","","Bifurcation of ICA and MCA","right","9",1,22.5,2.5,NA,"Saline","ECA","",7,"fec0d187-a931-44ba-b015-d8fe5398a17f A"
