idStr,Title,Year,Authors,DOI
e10650e2-a73e-41d7-ac51-6b247bae4a01,Soluble epoxide hydrolase gene deletion is protective against delayed microvascular vasospasm in a mouse model of subarachnoid hemorrhage,2012, ,
03958613-4da9-4de2-8e6b-f63c33a392e1,Standardized induction of subarachnoid hemorrhage in mice by intracranial pressure monitoring,2010,"Feiler S, Friedrich B, Schöller K, Thal SC, Plesnila N   ",10.1016/j.jneumeth.2010.05.005
954f9e9e-0e92-496d-acaf-aac378b14422,Statin-induced T-lymphocyte modulation and neuroprotection following experimental subarachnoid hemorrhage,2013,"Ayer RE, Ostrowski RP, Sugawara T, Ma Q, Jafarian N, Tang J, Zhang JH   ",10.1007/978-3-7091-1192-5_46
ef45a356-7026-45c3-ab9c-6d94465bb727,Stimulator of IFN genes mediates neuroinflammatory injury by suppressing AMPK signal in experimental subarachnoid hemorrhage,2020,"Peng Y, Zhuang J, Ying G, Zeng H, Zhou H, Cao Y, Chen H, Xu C, Fu X, Xu H, Li J, Cao S, Chen J, Gu C, Yan F, Chen G   ",10.1186/s12974-020-01830-4
36128a5f-cbce-4ec3-ab49-5aef6347f04b,Temporal changes of neurogenesis in the mouse hippocampus after experimental subarachnoid hemorrhage,2003,"Mino M, Kamii H, Fujimura M, Kondo T, Takasawa S, Okamoto H, Yoshimoto T   ",10.1179/016164103771953934
33be5e82-27b6-422f-9318-cdd8bef0fc9b,Subarachnoid hemorrhage in C57BL/6J mice increases motor stereotypies and compulsive-like behaviors,2021,"Nanegrungsunk D, Ragozzino ME, Xu HL, Haselton KJ, Paisansathan C   ",10.1080/01616412.2020.1841481
eca469b2-c74b-4526-822c-bcb2574c1522,Subarachnoid hemorrhage model in the rat: modification of the endovascular filament model,2008,"Park IS, Meno JR, Witt CE, Suttle TK, Chowdhary A, Nguyen TS, Ngai AC, Britz GW   ",10.1016/j.jneumeth.2008.04.027
0de8d33c-950d-4553-acfa-686577851bd0,Tetramethylpyrazine Nitrone Reduces Oxidative Stress to Alleviate Cerebral Vasospasm in Experimental Subarachnoid Hemorrhage Models,2019,"Wu L, Su Z, Zha L, Zhu Z, Liu W, Sun Y, Yu P, Wang Y, Zhang G, Zhang Z   ",10.1007/s12017-019-08543-9
7a708d83-7b02-4fbb-bb11-571c8b6ce403,The Neuroprotective Effects of Necrostatin-1 on Subarachnoid Hemorrhage in Rats Are Possibly Mediated by Preventing Blood-Brain Barrier Disruption and RIP3-Mediated Necroptosis,2019,"Chen J, Jin H, Xu H, Peng Y, Jie L, Xu D, Chen L, Li T, Fan L, He P, Ying G, Gu C, Wang C, Wang L, Chen G   ",10.1177/0963689719867285
5a642582-cd31-4e09-a627-76d00b2d917c,Thrombin inhibition by argatroban ameliorates early brain injury and improves neurological outcomes after experimental subarachnoid hemorrhage in rats,2009,"Sugawara T, Jadhav V, Ayer R, Chen W, Suzuki H, Zhang JH   ",10.1161/STROKEAHA.108.531699
f819e143-b8e1-4130-b2aa-db14a953f627,Thioredoxin-interacting protein mediates mitochondrion-dependent apoptosis in early brain injury after subarachnoid hemorrhage,2019,"Liang Y, Che X, Zhao Q, Darwazeh R, Zhang H, Jiang D, Zhao J, Xiang X, Qin W, Liu L, He Z   ",10.1007/s11010-018-3381-1
cc5ef84e-53b2-4c3f-997f-e465577426a2,TSG-6 Attenuates Oxidative Stress-Induced Early Brain Injury in Subarachnoid Hemorrhage Partly by the HO-1 and Nox2 Pathways,2020,"Li X, Liu W, Li R, Guo S, Fan H, Wei B, Zhang X, He X, Duan C   ",10.1016/j.jstrokecerebrovasdis.2020.104986
11660f81-c343-4396-a097-74ca3430d6fa,TSPO ligand Ro5-4864 modulates microglia/macrophages polarization after subarachnoid hemorrhage in mice,2020,"Zhou J, Zhang X, Peng J, Xie Y, Du F, Guo K, Feng Y, Zhang L, Chen L, Jiang Y   ",10.1016/j.neulet.2020.134977
1e244eff-656f-4a3e-b275-5002e5547e76,Ultra-Early Cerebral Thrombosis Formation After Experimental Subarachnoid Hemorrhage Detected on T2* Magnetic Resonance Imaging,2021,"Wang Z, Chen J, Toyota Y, Keep RF, Xi G, Hua Y   ",10.1161/STROKEAHA.120.032397
6f303a27-1ca6-4ff9-9ece-b4d557d2e5e0,Value of Three-Dimensional Maximum Intensity Projection Display to Assist in Magnetic Resonance Imaging (MRI)-Based Grading in a Mouse Model of Subarachnoid Hemorrhage,2016,"Mutoh T, Mutoh T, Sasaki K, Nakamura K, Taki Y, Ishikawa T   ",10.12659/msm.896499
55615754-99dc-4dba-a628-da3b780a3d99,White Matter Injury After Subarachnoid Hemorrhage: Role of Blood-Brain Barrier Disruption and Matrix Metalloproteinase-9,2015,"Egashira Y, Zhao H, Hua Y, Keep RF, Xi G   ",10.1161/STROKEAHA.115.010351
bf530f50-f645-4103-8719-029e8d9c9fcb,White matter T2 hyperintensities and blood-brain barrier disruption in the hyperacute stage of subarachnoid hemorrhage in male mice: The role of lipocalin-2,2019,"Toyota Y, Wei J, Xi G, Keep RF, Hua Y   ",10.1111/cns.13221
